Title;Author;ISBN;PublishYear;Publisher;Genre;Label
Daddy-Long-Legs;Jean Webster;1847496512;1912;Bantam Books;fiction;1
Possession;Ann Rule;0451161335;1983;Norton;mystery;1
Journey to the Tenuous Spaceship;Selah Kelley;5010975953363;2022;Boomer Books;mystery;0
Toll the hounds;Steven Erikson;9780553824469;2008;Penguin Random House;thriller;1
The American;Henry James;9780007925490;1877;HarperCollins Publishers;fiction;1
Adventures in Importance Land;Baylor Dean;7810132341700;1996;Prospero Classics Library;romance;0
Jurgen;James Branch Cabell;9781411444294;1919;R. M. McBride & company;fiction;1
Journey to the Tenuous Cigarette;Rayden Lester;1382723757439;1985;Random House (a);romance;0
The Chronicles of the Consistent Mole;Reggie Carter;8447732559603;1911;Brand: Distribooks Inc;thriller;0
The Last Mysterious Outcome;Callan Hebert;5147512597757;1985;Wiseblood Books;romance;0
Quirky Literature: A Memoir;Elaina Tate;7870738168648;2012;Smith, Elder;mystery;0
The Flying Assumption;Aislinn Price;9524272973244;1977;Babelcube Inc;fiction;0
How to Stem a Steak;Adriana Valenzuela;1256328526791;1970;AutÃªntica;thriller;0
Chronicles of Perfect Attention Kingdom;Kendra Hensley;6761065001932;1997;A. L. Burt Co.;romance;0
My side of the mountain;Jean Craighead George;9780812431025;1959;Nelson Thornes Ltd;fiction;1
Operation Titanic;Mildred Augustine Wirt Benson;9780671007379;1998;Pocket Books;mystery;1
Hellbent;Gregg Andrew Hurwitz;1522649646;2018;St. Martin's Paperbacks;thriller;1
Consistent Throat: A Memoir;Lincoln Mejia;9563703423000;1987;Printed at the Shakespeare Head Press, and published for the Press by B. Blackwell;fiction;0
The Rise and Fall of the Possessive Assistant;Zyaire Jennings;2224493278021;2004;Gilead Classics;thriller;0
Bones & All;Camille DeAngelis;1250046521;2015;St. Martin's Griffin;fantasy;1
Quirky Length: A Memoir;Evan Ingram;5910918017471;1920;Copyright Group Limited;mystery;0
A Swiftly Tilting Planet (Time Quintet #3);Madeleine L'Engle;044080261X;1978;Dell Laurel-Leaf;fantasy;1
Nancy Drew 40;Mildred Augustine Wirt Benson;9780448195407;1962;Grosset & Dunlap;mystery;1
Blind obsession;Lee Wilkinson;0263144119;1995;Mills & Boon;romance;1
The Screaming Staircase;Jonathan Stroud;9786020301365;2013;Random House Children's Books;fantasy;1
Journey to the Quirky Employer;Landry Dillon;7613106971900;1906;Dutton Books;fiction;0
Chronicles of Harsh Dragon Kingdom;Kendra Herrera;6018557252455;1971;Aristeus Books;thriller;0
Change agent;Daniel Suarez;110198466X;2017;Dutton;thriller;1
Chronicles of Confused Penguin Kingdom;Sawyer Bravo;7205069612168;1965;Golden Press;thriller;0
Spy School secret service;Stuart Gibbs;1481477838;2017;Simon & Schuster Books for Young Readers;mystery;1
Hour Game;David Baldacci;9781455576371;2004;Warner Books;fiction;1
Diary of a Spotty World;Grant Chambers;3189456771083;1972;Classic Library;romance;0
Bought with His Name;Penny Jordan;9781408999011;1982;Ulverscroft Large Print;romance;1
Interrupting the Consistent Version;Waverly Thornton;1088325387114;1962;Artemis Yayinlari;fantasy;0
The Rise and Fall of the Mysterious King;Braylon O’Neill;9631140431847;1987;Inkwater Press;mystery;0
Devil in Disguise;Jessica Steele;0263097951;1980;Harlequin Mondadori;romance;1
The 5th horseman;James Patterson;9781306753883;2006;Grand Central Publishing;mystery;1
Another Country;James Baldwin;9780552103244;1962;Dell Pub. Co.;fiction;1
Dark Gold;Christine Feehan;9789944824484;2000;Epsilon Yayinlari;romance;1
The Pursuit of the House-Boat;John Kendrick Bangs;9781533331021;1897;Writers of the Apocalypse;mystery;1
The name of this book is secret (Secret series #1);Pseudonymous Bosch;0316039926;2007;Little, Brown;mystery;1
Birdman;Mo Hayder;0753172410;1999;BCA;mystery;1
Cyropaedia;Xenophon;1406923125;1527;Gregynog Press;fiction;1
A Guide to Phoneing the Assumption;Cody Rowland;9188167259883;2021;J. Grant;mystery;0
Adventures in Banana Land;Jessica Robertson;4838207683079;1931;Livros do Brasil;fiction;0
Because of Miss Bridgerton;Julia Quinn;0062388150;2016;HarperCollins Publishers and Blackstone Audio;romance;1
The Big Four;Agatha Christie;9780061739095;1927;Editions du Masque;fiction;1
Chronicles of Imaginative Importance Kingdom;Elisa Howard;5145909338265;1907;Baldini & Castoldi;fantasy;0
Memoirs of a Amazing Outcome;Eliza Bauer;3342055014668;1916;Edicions 62;mystery;0
Lolita;Vladimir Nabokov;0141037431;1955;Rowohlt Tb.;fiction;1
The Chronicles of the Impartial Penguin;Alivia Zuniga;6126611869697;1979;Read Books;fiction;0
Marrying Winterborne;Lisa Kleypas;0062467387;2016;;romance;1
A treasure worth seeking;Sandra Brown;9781560547877;1982;Brilliance Audio Unabridged Lib Ed;romance;1
Sex and the City;Candace Bushnell;0759567824;1996;Grand Central Publishing;fiction;1
The Trumpet of the Swan;E. B. White;9780060284107;1970;Scholastic Inc.;fantasy;1
The Purring Version;Reed Graham;1889998275381;1946;Big Ben Audio, Incorporated;mystery;0
A Guide to Tameing the Wizard;Sariah Williams;4000031598960;1910;Melville House Publishing;romance;0
A Connecticut Yankee in King Arthur's Court;Mark Twain;9780497258092;1889;Start Publishing LLC;romance;1
Words of Radiance;Brandon Sanderson;1250166535;2012;Nova;fantasy;1
A Guide to Swearing the Engineering;Jedidiah Person;2954473502807;2019;Planeta DeAgostini;romance;0
The Legend of the Zonked Recommendation;Aubriella Frazier;6211350024367;1948;Fredonia Books (NL);thriller;0
The Chronicles of the Confused Guitar;Giavanna Hahn;2452046128534;1906;Arnold Mondadori;thriller;0
The Rise and Fall of the Mysterious Context;Adele Goodman;8442756576566;1914;ALS Audio Language Studies Inc.;fiction;0
Otoño Del Patriarca;Gabriel García Márquez;9780060932671;1973;LGF;romance;1
Choose Your Own Adventure - Who Killed Harlowe Thrombey?;Edward Packard;9788471765338;1981;Bantam Books;mystery;1
The Last Voracious Assistant;Clay Clements;3485512892205;1954;Marti Yayinlari;fiction;0
Decision and the Juvenile Quest;Skyler Pearson;2346311383129;1996;Harcourt, Brace and World, Inc.;fantasy;0
The Will of the Empress (The Circle Reforged #1);Tamora Pierce;9780439441728;2005;Scholastic, Incorporated;fantasy;1
Double Crossing;Mildred Augustine Wirt Benson;0671746162;1988;Simon Pulse;mystery;1
The Flying Outcome;Jasmine Beck;5389973739973;2009;Phụng svu;fantasy;0
Overdue;Richie Tankersley Cusick;0613035011;1995;Bt Bound;mystery;1
12th of never;James Patterson;1624903460;2013;Little, Brown and Company;thriller;1
The Elusive Recommendation;Matthias Rosales;9021501731216;1922;Wyatt North;fantasy;0
Diary of a Roomy Election;Brittany Grant;2911925928140;1989;International Learning Systems Corporation Limited;romance;0
The Abnormal King;Adriana Malone;8463306502685;1998;Literary Press;fiction;0
The Rise and Fall of the Juvenile Interaction;Willow Noble;5267868191048;2008;Random House Inc (T);mystery;0
Wicked Prey;John Sandford;9780425235331;2009;Penguin USA, Inc.;thriller;1
The Old Man in the Corner;Emmuska Orczy, Baroness Orczy;9798766082095;1908;Yestermorrow Inc;mystery;1
Hawk;James Patterson;1549100661;2020;Jimmy Patterson;thriller;1
Journey to the Whimsical Interaction;Halo Schmidt;9813105577871;1941;William Collins;fiction;0
The Legend of the Bent Election;Lorelai Ho;8989064385146;2021;Editorial Galaxia, S.A.;thriller;0
Bounceing the Innate Employer;Clara Edwards;3646744339048;1932;D. Appleton and Company;mystery;0
The Legend of the Wasteful Throat;Mckenzie Olson;1555336657746;1996;Argo;fiction;0
The Hospitable Gate;Joel Noble;1685466043542;1946;Pennyroyal Press;fiction;0
Thirteen;Steve Cavanagh;1409170675;2016;Headline Publishing Group;thriller;1
Journey to the Invisible Security;Lian McCarty;2516365701445;1977;HarperCollins Canada, Limited;fantasy;0
The Secret of the Banana;Casen Allison;6512802204634;1947;Greyhound Press;thriller;0
The Rise and Fall of the Cowardly Pizza;Margo Graham;6444241872735;1948;Caedmon;fantasy;0
Diary of a Purring Farmer;Marcos Gentry;8076621887499;1915;Constable;fantasy;0
The Bent Security;Meghan Sullivan;5039700747384;1919;Norstedts Pocket;romance;0
My Life as a Imaginative Software;Rowen McKinney;4046751987810;1954;Do?u Bat? Yay?nlar?;fantasy;0
The Last Consistent Outcome;Gary Maldonado;5324424114257;1972;Joe Books Inc.;romance;0
Mixture and the Wacky Quest;Kara Banks;8991447375597;1960;NAVONA;fantasy;0
Chronicles of Roomy Employer Kingdom;Archie Lara;7398254093967;1942;Book Brother Ltd.;thriller;0
The house of the arrow;A. E. W. Mason;9781697082456;1924;Kessinger Publishing;mystery;1
The Secret of the Yeti;Leonardo Paul;5455106569074;1915;Oda Yaynlar;thriller;0
The Secret of the Decision;Korbin Adams;9358911297767;1930;Antofágica;mystery;0
Shipwreck on the Pirate Islands;Elisabetta Dami;9620840976;2005;Sweet Cherry Publishing;mystery;1
Who stole the Wizard of Oz?;Avi;0394846443;1981;Alfred A. Knopf;fantasy;1
White Lies;Linda Howard;1587249405;1988;Mira;romance;1
Zombie and the Spotty Quest;Chance Craig;5601272418084;2003;BOMC;fiction;0
Every day;David Levithan;9783596811564;2012;Alfred A. Knopf;fantasy;1
Journey to the Unexpected Outcome;Angel Velazquez;8915311067922;1903;Dell Publishing Company;mystery;0
Voracious Penguin: A Memoir;Mitchell Bauer;7341478049949;1988;Ann Arbor Media Group [distributor];mystery;0
The Summons;John Grisham;9782744167867;2002;Quality Paperbacks District;fiction;1
Scattered Leaves;V. C. Andrews;1847371485;2007;Thorndike Press;thriller;1
The Secret of the Robot;Max Travis;9046468024390;1921;Playmore/Waldman;mystery;0
Memoirs of a Bizarre Toast;Brooklyn Henry;1584578381766;1969;Oneworld Classics;fiction;0
The Harsh Article;Connor Webster;7628410420576;1904;New York : Vintage Books, 2012.;thriller;0
Katie the Kitten Fairy;Daisy Meadows;0545028167;2006;Éditions Scholastic;fantasy;1
Watch the wall, my darling;Jane Aiken Hodge;0340242043;1966;Fawcett;mystery;1
Responsibility and the Marvelous Quest;Aniyah Curtis;8750263381305;2002;Harrison House;thriller;0
The Souls of Black Folk;W. E. B. Du Bois;1701410842;1903;A.C. McClurg, 1903.  New York, Johnson Reprint;fiction;1
My Life as a Mysterious Contract;Julian Cabrera;3643712801206;1944;Sextante;mystery;0
Escape from the Extra-small Foundation;Tommy Calderon;1143317461175;1963;Norton & Company Limited, W. W.;thriller;0
Only by Chance;Betty Neels;1459252519;1996;Thorndike Pr;romance;1
Diary of a Faithful Family;Haylee Lynn;2734288358423;2015;Tutis Digital Publishing Pvt. Limited;mystery;0
Jar of Hearts;Jennifer Hillier;957741334X;2018;St. Martin's Press;mystery;1
Tales of a Purring Wizard;Cody Friedman;8315141960336;1904;Paragon;fantasy;0
Uncovering the Abnormal Spaceship;Frances Finley;4103619403839;2004;Wego;romance;0
Libro de buen amor;Juan Ruiz;8403800096;1900;Santillana;fiction;1
Tales of a Innate Article;Rupert Espinoza;9944535039008;2009;F. Tennyson Neely;fiction;0
Adventures in Engineering Land;Anastasia Wiggins;5019629669905;1914;H. G. Wells Library;mystery;0
Memoirs of a Crooked Literature;Caleb Ibarra;5648542064335;1992;Mayflower Books;thriller;0
Journey to the Loving Wizard;Luther Burke;4108728132373;1985;Media Rodzina;mystery;0
Atlas Shrugged;Ayn Rand;9780451132154;1936;Signet Books;fiction;1
Faithless;Karin Slaughter;1846050472;2005;Arrow books;mystery;1
A Guide to Ordering the Software;Damon Hudson;3909705398942;1949;House of Stratus, Incorporated;romance;0
Escape from the Bent Assumption;Carolyn Hendricks;6123072718081;1931;Libresa;fantasy;0
Diary of a Harsh Election;Faith Moreno;7797719525500;1935;Kennebec Large Print;mystery;0
The Secret of the World;Nikolas Esparza;4374407189758;1934;A Signet Classic/ New American Library;fiction;0
Memoirs of a Curious Possibility;Ibrahim Blair;8114912081092;1947;Kaynak Yayınları;mystery;0
77 Shadow Street;Dean Koontz;9751032814;2010;HarperCollins;thriller;1
The Secret of the Recommendation;Lyla Sosa;9106825873011;1963;Distributed by Pan;mystery;0
The Hot Kid;Elmore Leonard;9780060724238;2005;HarperCollins;thriller;1
Escape from the Zonked Refrigerator;Thad Mitchell;7536513397214;2025;M. Maschler;fantasy;0
Training the Possessive Article;Eloise Russell;1781883746270;1992;Greatest Books Publisher;mystery;0
Your heart belongs to me;Dean Koontz;0553807137;2008;Inkilap Kitabevi;thriller;1
Adventures in Reception Land;Marilyn Meadows;2532159019964;1901;Navona Editorial;thriller;0
The Last Mysterious Magazine;Logan Nguyen;5867529293254;1979;William Morrow;fiction;0
The Chronicles of the Whimsical Engineering;Cristian Bennett;6593324345392;1940;Sound Beam;thriller;0
The League of Frightened Men;Rex Stout;9780736626316;1935;Farrar & Rinehart;mystery;1
Child of Darkness;V. C. Andrews;0743263200;2005;Éd. France loisirs;thriller;1
The Last Cowardly Software;Zhuri Farrell;2262694002868;1965;Methuen Educational Ltd.;mystery;0
The keepsake;Tess Gerritsen;0345497627;2008;Ballantine Books;thriller;1
Tales of a Vigorous Hearing;Ishaan Miles;4136138239700;1974;Stellar Books;thriller;0
Prelude to Foundation;Isaac Asimov;9785551162872;1988;Pocket;fiction;1
Tales of a Curious Outcome;Fox Holland;2432859410741;1964;Del Rey (Random House);fantasy;0
How to Uncover a Instance;Maeve Woodward;6459795952209;1905;CALMANN LEVY ;mystery;0
The Last Curious Penguin;Mariana Hendrix;7130973482563;2013;Kadokawa Shoten/Tsai Fong Books;fantasy;0
In the Hand of the Goddess;Tamora Pierce;8492431555;1984;Atheneum;fantasy;1
Rogue warrior Seize The Day;Richard Marcinko;076531794X;1900;Pocket;thriller;1
Releaseing the Bent Article;Jair Murillo;1405476363075;1970;Bertrand Editora;thriller;0
Watership Down;Richard Adams;9780708980125;1972;Ulverscroft Large Print Books Ltd;fantasy;1
A Guide to Viewing the Concept;Jesse Tran;2270498036830;1946;Macmillan Preloque;romance;0
Πρωταγόρας;Πλάτων;2070723844;1828;Reclam, Ditzingen;fiction;1
Moon called;Patricia Briggs;1841496839;2005;Penguin Audio;fantasy;1
Velvet Angel;Jude Deveraux;9788474171129;1983;Bastei-Lubbe;romance;1
The Dead Game;A. Bates;0590488384;1993;Point;fantasy;1
Jurassic Park;Michael Crichton;9780099282914;1990;ЭКСМО-Пресс;fiction;1
Chronicles of Dancing Passion Kingdom;Rudy Vaughan;5349606558939;1984;Editores Mexicanos Unidos;fantasy;0
The Curse of the Possessive Pizza;Aislinn Bartlett;9504017854200;1904;Yunnan mei shu chu ban she;romance;0
Escape from the Bizarre Microwave;Princess Roach;2450054394306;1945;Pushkin Press, Limited;thriller;0
A single shard;Linda Sue Park;8953295823;2001;Vista Higher Learning, Incorporated;fiction;1
The French Lieutenant's Woman;John Fowles;9780451080660;1969;AST;romance;1
Many Waters (Time Quintet #4);Madeleine L'Engle;0440405483;1986;Editorial Oceano de Mexico;fantasy;1
Escape from the Crooked Foundation;Brayden Villarreal;3467653118839;1975;Giunti Editore;mystery;0
The Night Window;Dean Koontz;1460756576;2019;Thorndike Press;thriller;1
Diary of a Handy Refrigerator;Marley Calderon;9896160253974;1977;R. Laffont;romance;0
Enableing the Impartial Election;Stefan Quintero;9824873136946;1975;D. Appleton-Century Co.;romance;0
The Secret of the Assumption;Johan Chavez;2851228888366;1982;The World Pub. Co.;romance;0
Perfect chemistry;Simone Elkeles;1441888535;2008;Brilliance Audio;romance;1
Journey to the Wasteful Employer;Miranda Mills;2234981840279;1973;eClassica;romance;0
The Curse of the Omniscient Contract;Jace Trujillo;6241589187705;1986;Pocket Books (Mm);mystery;0
Best of Enemies;Mildred Augustine Wirt Benson;9780671674656;1991;Turtleback Books Distributed by Demco Media;mystery;1
The Chalet School;Elinor M. Brent-Dyer;0006941850;1991;HarperCollins Publishers;mystery;1
Dead and Gone;Charlaine Harris;0441020941;2009;Recorded Books;mystery;1
Memoirs of a Wasteful History;Darius McConnell;9967466440983;1907;POL;fantasy;0
Treasure Island;Robert Louis Stevenson;9798717555371;1880;Penguin Putnam;thriller;1
Dominateing the Loving Assumption;Christian Baxter;7393745244886;1997;David C Cook Pub Co;fantasy;0
Skeleton Key;Anthony Horowitz;9780435130992;1999;Paw Prints;mystery;1
Tales of a Cagey History;Ellie Garrett;2044333188826;2022;Virago UK;mystery;0
The Handy Affair;Jonas Spence;8270771180909;1910;New York, Grosset & Dunlap, [1940];fiction;0
World and the Bustling Quest;Raymond Richmond;1372006181504;1985;Art & Poésie Éditions;thriller;0
Unhallowed ground;Heather Graham;9781423398196;2009;Center Point Pub.;fantasy;1
The Rise and Fall of the Intriguing Attention;Alexis Sparks;3561110349720;1978;New Windmill Classics;romance;0
The dead secret;Wilkie Collins;9798627750552;1857;Jeffrey Norton Pub;fiction;1
The Last Impartial Family;Liberty Farrell;6146205509968;2017;Heilongjiang Science and Technology Press;fantasy;0
The Possessive Guitar;Dalton Lynch;7326369733236;1913;Volk und Welt;fiction;0
Heiress;Janet Dailey;0316170925;1987;Random House Audio;romance;1
Ilium;Dan Simmons;9788466615808;2003;HarperTorch;fantasy;1
Housemaid's Secret;Freida McFadden;9781837901326;2023;Heyne;thriller;1
One Flew Over the Cuckoo's Nest;Ken Kesey;9780812416374;1962;Rowohlt Tb.;fiction;1
A Guide to Bounceing the Gate;Ellison Holmes;6629710151439;1952;Kalyani Navyug Media Pty. Ltd.;mystery;0
Building the Triumphant Passion;Jedidiah McGuire;3779960029110;2007;T. Y. Crowell & co.;mystery;0
The Madman's Tale;John Katzenbach;9780593052051;2004;Ballantine Books;thriller;1
The Four Just Men;Edgar Wallace;9780755122479;1905;Dover Publications;thriller;1
Bone Crossed;Patricia Briggs;9782811203092;2009;Saída de Emergência;fantasy;1
Fallen (Fallen #1);Lauren Kate;0385739133;2009;Delacorte books for Young readers;fantasy;1
Suddenly You;Lisa Kleypas;9864247077;2001;HarperCollins;romance;1
The virgin in the ice;Edith Pargeter;0449211215;1982;MysteriousPress.com / Open Road;mystery;1
Tales of a Vigorous Contract;Alaia Powell;4485733503274;1982;Baker Street Readers;fiction;0
A Guide to Scattering the Zombie;Jaxx Anderson;3789072753341;1923;Abbey Classics;fiction;0
Pizza and the Possessive Quest;Thea Walls;6854597651512;1966;Constable;romance;0
A Guide to Looking the Responsibility;Rocky Myers;5590435296051;1973;Grove/Atlantic, Incorporated;fantasy;0
Siege and Storm;Leigh Bardugo;0606372822;2013;Mondadori;fantasy;1
The Curse of the Inner Gate;Annabelle Alvarez;7639938786707;2025;Medici Society, Ltd.;fiction;0
Damiano's Return;Lynne Graham;9780263167641;2000;Harlequin Enterprises, Limited;romance;1
Endless Night;Agatha Christie;1504763122;1967;Dodd, Mead & Company;fiction;1
Diary of a Twisted Jeep;Oliver Weiss;9911852460838;1988;Willliam Morrow;thriller;0
How to Mutter a Penguin;Tyler Byrd;2751467856154;2014;Central Compilation & Translation Press;fiction;0
The Borrowers afloat;Mary Norton;0460052306;1959;Orion Publishing Group, Limited;fantasy;1
The Thirty-Nine Steps;John Buchan;9798730029217;1915;Engin Yayınevi;mystery;1
Diary of a Spotty Spaceship;Harley Ferguson;5027843760128;1947;National Textbook Co.;fiction;0
Sea Tales;James Fenimore Cooper;9781688882416;1823;Reprint Services Corp;fantasy;1
Merrick;Anne Rice;1407097741;2000;Random House Audio;fantasy;1
The Chronicles of the Harsh Region;Paloma Brandt;1649507443354;2000;Beekman Pub.;thriller;0
Journey to the Flimsy Guitar;Adeline Walters;8489982990700;1924;Uhrayoglu E Kitap Projesi, Murat;romance;0
Memoirs of a Loving Attention;Lila Harding;4480965395316;1992;Printed for the Heritage Press;romance;0
Before we were strangers;Renée Carlino;1668025892;2015;Atria Books;romance;1
The hawk and the dove;Anne Hampson;0263742490;1970;Mills & Boon;romance;1
Hitty, her first hundred years;Rachel Field;9780440841135;1929;MacMillan;fantasy;1
The Last Unexpected Attention;Antonio Roach;5082196850760;1945;Hang kong gong ye chu ban she;mystery;0
After We Fell (After Series, Book 3);Anna Todd;147679250X;2014;Simon & Schuster, Limited;romance;1
Dark Summer Dawn;Sara Craven;026309961X;1981;Harlequin Books;romance;1
Novelas ejemplares;Miguel de Cervantes Saavedra;8495156180;1626;chez Delaunay, Fontaine;romance;1
How to Enable a Affair;Macie Edwards;9129955370429;1927;Eremitical Press;mystery;0
The bone collector;Jeffery Deaver;9780340992722;1997;Hodder & Stoughton;thriller;1
Clive Cussler's Hellburner;Mike Maden;0593635299;2022;Wheeler Publishing Large Print;thriller;1
Silent Night;Mary Higgins Clark;9780613014359;1995;Chivers Press;thriller;1
Daylight;David Baldacci;9783453273450;2020;Blackstone Pub;mystery;1
Bambi (First Colouring Tall);Felix Salten;9785040087358;1861;Cape;fiction;1
The Diamond Age;Neal Stephenson;1491543388;1995;Spectra;fiction;1
Diary of a Oceanic Throat;Oakley Vaughan;5833617511686;1915;Rowohlt TB-V. Rnb.;fiction;0
The Return of Sherlock Holmes;Arthur Conan Doyle;9788172247256;1903;Start Publishing LLC;mystery;1
Chronicles of Innate Gate Kingdom;Nathanael Hensley;6397759033746;2011;H. Altemus Co.;thriller;0
The Rise and Fall of the Vigorous World;Talon Soto;9190297047121;1927;Bantam Dell Pub Group (Trd);thriller;0
Ubik;Philip K. Dick;1299884695;1969;Gregg Press;fiction;1
Brimstone Wedding, The;Ruth Rendell;9780141927985;1995;Viking;thriller;1
Grace abounding to the chief of sinners;John Bunyan;9781406822946;1666;Printed by S. Kneeland and T. Green, for Hopestill Foster, near Williams's Court in Cornhill;fiction;1
The Perks of Being a Wallflower;Stephen Chbosky;9788363142155;1999;Recorded Books;fiction;1
After You;Jojo Moyes;9780143108863;2014;JoJo;romance;1
Black Suits You;Novoneel Chakraborty;0143434322;2016;Penguin Books India PVT, Limited;thriller;1
The Legend of Lexandros;Anne Mather;9781460347911;1969;Harlequin Enterprises ULC;romance;1
Winter Dreams;F. Scott Fitzgerald;9781973494515;2004;Juniper Grove;romance;1
Cemetery Boys;Aiden Thomas;1432889265;2020;Pan Macmillan;fantasy;1
The Legend of the Omniscient Importance;Aitana Ingram;2084860338029;1998;Medici Society Ltd;mystery;0
Judy Moody, Girl Detective;Megan McDonald;9781536423310;2010;Artemis Yayinlari;mystery;1
Diary of a Harsh Interaction;Ace Olsen;2825286020752;1945;Books on Tape, Inc.;romance;0
The Apprentice's Quest;Erin Hunter;9780062386373;2016;HarperCollins Publishers Inc.;fantasy;1
Nightmare Abbey;Thomas Love Peacock;9781081263973;1818;H. Milford;thriller;1
My Life as a Dancing Context;Nelson Ortega;6094307403857;1902;Herbert S. Stone & Company;fiction;0
Research into Marriage;Penny Jordan;9780263778793;1986;Harlequin Mills & Boon, Limited;romance;1
Chronicles of Cagey Magazine Kingdom;Mina Correa;1921824196015;2014;Book-of-the-Month Club;mystery;0
The Secret of the Contract;Persephone Neal;2817422702146;1927;Bourbon Street Books;mystery;0
A Marriage to Remember;Carole Mortimer;9781488058738;1997;Harlequin Enterprises, Limited;romance;1
The Secret of the Contract;Halle McConnell;5397026512740;2002;Famiglia Cristiana;fantasy;0
Wolves Eat Dogs;Martin Cruz Smith;9500274833;2004;Simon & Schuster Audio;thriller;1
Memoirs of a Beneficial Family;Skyler Miranda;6877467818993;1942;Publico;thriller;0
The Blood Mirror;Brent Weeks;3734161010;2016;Orbit;fantasy;1
East of Desolation;Jack Higgins;9780340044810;1968;Hodder&Stoughton Ltd;thriller;1
How to Formulate a Toast;Mohamed Rojas;1108017894616;1906;Diogenes;mystery;0
From hell;Alan Moore;9780878163380;1991;Brand: Kitchen Sink Pr (Nrt);mystery;1
Alice's Adventures in Wonderland;Lewis Carroll;9781496197986;1865;Sleeping Cat Press;fantasy;1
Journey to the Cowardly Responsibility;Romeo Richard;7322102396646;1961;Georg Mu ller;mystery;0
The Curse of the Cagey Climate;Salvatore Riley;3343768468062;1919;Molino RBA;fiction;0
The Road;Cormac McCarthy;1501260421;2006;Random House Mondadori;fiction;1
Bilbo's Last Song (At the Grey Havens);J.R.R. Tolkien;9780395538104;1974;Dragonfly Books;fantasy;1
Perfume;Patrick Süskind;3257016786;1985;Seix Barral;mystery;1
The Stupendous Death;Troy Delacruz;3089558268614;1931;WaterBrook Press;mystery;0
Lifting the Observant Ability;Danny Lin;9929770445427;1976;Brown Hill Publishing Co;romance;0
The Secret of the Dragon;Paige Meadows;9371788818344;2016;Pandora;mystery;0
The Secret Pilgrim;John le Carré;9780345504425;1990;Penguin Books published by the Penquin Group;thriller;1
Charlie and the Chocolate Factory;Roald Dahl;1785301012;1964;Klett Ernst /Schulbuch;fantasy;1
Inferno;Dan Brown;9789504932840;2013;CreateSpace Independent Publishing Platform;fiction;1
El amante japonés;Isabel Allende;5389128583;2000;SUDAMERICANA;romance;1
Chronicles of Perfect Employer Kingdom;Fallon Norris;2018729187215;2016;Pan;mystery;0
Dark Witch;Nora Roberts;0749958596;2013;J'AI LU;fiction;1
My Life as a Bent Cigarette;Hamza Patton;1909622216386;1999;Sirio;mystery;0
Surprise Island;Gertrude Chandler Warner;9781484460863;1949;Listening Library;fiction;1
Clear and Present Danger;Tom Clancy;0743506936;1989;Jing xiao zhe Xing guang shu bao she;fiction;1
A Kiss to Remember;Teresa Medeiros;9780307486776;2001;Bantam;romance;1
The Lodger;Marie Belloc Lowndes;1095240307;1913;Independently published;thriller;1
Love Is Blind;Lynsay Sands;0786292075;2006;Leisure;mystery;1
The Scarecrow of Oz;L. Frank Baum;9781796443165;1915;Del Rey;fantasy;1
Tales of a Consistent Assistant;Phoebe Wood;8881793479902;1958;Emblem McClelland & Stewart;romance;0
The Chronicles of the Inner Pizza;Armando Peralta;4642987959596;1983;Éd. France loisirs;fantasy;0
The Chronicles of the Mysterious Region;Jade Taylor;4605649861580;1991;Slatkine;fiction;0
The Curse of the Tenuous Gate;Doyle Elliott;5609753110726;1938;Egmont Childrens Books;thriller;0
The Curse of the Flimsy Context;Ryan Wyatt;4068230239719;1956;Windrush;thriller;0
The Rise and Fall of the Observant Penguin;Azrael Hodges;7034760330812;1925;Jan Forlag;fiction;0
Tales of a Twisted Refrigerator;Xavier Bowman;2563839075174;1916;club internacional del libro, marketing directo, s.l.;fiction;0
El general en su laberinto;Gabriel García Márquez;0394589513;1989;Knopf;fiction;1
A Curse So Dark and Lonely;Brigid Kemmerer;1408884615;2019;Bloomsbury YA;fantasy;1
Lady of Quality;Georgette Heyer;9786054188536;1972;Sourcebooks, Inc.;romance;1
Dragonseye;Anne McCaffrey;0613134710;1996;Brilliance Audio on CD Unabridged Lib Ed;fantasy;1
My Life as a Innate Guitar;April Rubio;4258127392479;2022;3M;thriller;0
The Prom Queen;Robert Lawrence Stine;9788440672346;1992;Simon & Schuster (Trade Division);mystery;1
The Sixth Man;David Baldacci;0230749232;2011;Palgrave Macmillan;mystery;1
The Talbot odyssey;Nelson De Mille;9780586056080;1984;Granada;thriller;1
Mannen på balkongen;Maj Sjöwall;0722187947;1968;Amereon Ltd;mystery;1
Father Brown;Gilbert Keith Chesterton;9780396092117;1937;D. Finlayson;mystery;1
Adventures in Zombie Land;Langston Vance;3186734831019;2000;Konecky Associates, Incorporated, William S.;fantasy;0
Escape from the Shiny History;Jolie Tate;5456621741507;1903;Sovremenn'ii Pisatel;thriller;0
The Poison Belt;Arthur Conan Doyle;9798535283029;1913;Creative Media Partners, LLC;fiction;1
Three Fates;Nora Roberts;0786238399;2002;Jove Books;romance;1
The Curse of the Purring Gate;Juniper Garcia;2224986765120;1938;Bungei Shunjū;fantasy;0
The Last Vampire 5. Evil Thirst;Christopher Pike;3404740238;1996;Rebound by Sagebrush;fantasy;1
Marriage At His Convenience;Jacqueline Baird;0373121962;2001;Harlequin;romance;1
100 Malicious Little Mysteries;Isaac Asimov;9780880297691;1981;Barnes & Noble;mystery;1
